Sport,Naam,Website,Naam accommodatie,Adres accommodatie,Postcode accommodatie,Plaats accommodatie,Stadsdeel,Aangepast sporten,KvK
Voetbal,sc Buitenveldert,www.buitenveldert.com,Sportpark Buitenveldert,Gustav Mahlerlaan 2009,1081HZ,Amsterdam,Zuid,,40530943
Voetbal,I.V.V.,www.ivvlandsmeer.nl,Sportpark De Breek,Sportlaan 1,1121CB,Landsmeer,Buiten Amsterdam,,
Voetbal,Diemen,www.svdiemen.nl,Sportpark De Diemen,Sportlaan 13,1111PX,Amsterdam,Buiten Amsterdam,,40532354
Voetbal,ASV Germaan / De Eland,asvdegermaan.bekijknu.nl,Sportpark De Eendracht,Bok de Korverweg 8 ,1067HR,Amsterdam,Nieuw-West,,
Voetbal,P&T,www.members.quicknet.nl,Sportpark De Eendracht,Bok de Korverweg 18 ,1067HR,Amsterdam,Nieuw-West,,
Voetbal,S.V. Nieuw-West,www.svnieuw-West.nl,Sportpark De Eendracht,Bok de Korverweg 14,1067HR,Amsterdam,Nieuw-West,,33301848
Voetbal,SC Eendracht '82,,Sportpark De Eendracht,Bok de Korverweg 12 ,1067HR,Amsterdam,Nieuw-West,,
Voetbal,sv Nieuw-West United,www.sportparkdeeendracht.nl/sporten/voetbal/real-united.html,Sportpark De Eendracht,Bok de Korverweg 18,1067HR,Amsterdam,Nieuw-West,,33301848
Voetbal,SV Parkstad,,Sportpark De Eendracht,Bok de Korverweg 1,1067HR,Amsterdam,Nieuw-West,,
Voetbal,Urban Voetbal School,www.urbanvoetbalschool.nl/contact.html,Sportpark De Eendracht,Tom Schreursweg 10,1067MC,Amsterdam,Nieuw-West,,60186127
Voetbal,FC Abcoude,www.fcabcoude.nl,Sportpark De Hollandse Kade,Ruwelspad 1,1391JA,Amsterdam,Buiten Amsterdam,,40476754
Voetbal,CTO '70,www.vvcto70.nl,Sportpark De Hoop,Biesbosch 39,1115HE,Duivendrecht,Buiten Amsterdam,,40530159
Voetbal,T.O.B.,www.rksv-tob.nl / www.tobvoetbal.nl / www.tobtennis.nl,Sportpark Melkweg,Oostzanerwerf 2,1035EW,Amsterdam,Noord,,40530737
Voetbal,Arsenal ASV,www.asvarsenal.nl,Sportpark De Schinkel,IJsbaanpad 50,1076CV,Amsterdam,Zuid,,40530771
Voetbal,Pancratius,www.pancratius.com,Sportpark De Schuilhoeve,Lindberghstraat 50 ,1171GC,Amsterdam,Buiten Amsterdam,,40594856
Voetbal,Ajax,www.ajax.nl,Sportpark De Toekomst,Borchlandweg 16-18,1099CT,Amsterdam,Zuidoost,,33302453
Voetbal,AFC TABA,www.afctaba.nl,Sportpark Drie Burg,Fizeaustraat 10,1097SC,Amsterdam,Oost,,40531411
Voetbal,F.I.T.,www.avvfit.com,Sportpark Drie Burg,Kruislaan 4,1097EC,Amsterdam,Oost,,40531191
Voetbal,JOS/Watergraafsmeer,www.joswgm.nl,Sportpark Drie Burg,Drie Burgpad 3,1097HK,Amsterdam,Oost,,40531693
Voetbal,s.v. De Meer,svdemeer.nl,Sportpark Drie Burg,Drie Burgpad 9,1097HK,Amsterdam,Oost,,
Voetbal,Wartburgia,www.asvwartburgia.nl,Sportpark Drie Burg,Kruislaan 4,1097EC,Amsterdam,Oost,,40530239
Voetbal,D.R.C.,www.drc.nl,Sportpark Durgerdam,Durgdammerdijk 76,1026CB,Amsterdam,Noord,,40531026
Voetbal,R.K.A.V.I.C.,www.rkavic.nl,Sportpark Escapade,Escapade 5,1183NM,Amsterdam,Buiten Amsterdam,,
Voetbal,AFC,www.afc.nl,Sportpark Goed Genoeg,Beethovenstraat 801,1082LR,Amsterdam,Zuid,,40532231
Voetbal,A.F.C. IJburg,www.afcijburg.com,Sportpark IJburg,Dick Hilleniuspad 2,1087BZ,Amsterdam,Oost,,34317785
Voetbal,Kadoelen SV,www.svkadoelen.nl,Sportpark Kadoelen,Vikingpad 44,1034VG,Amsterdam,Noord,,34114359
Voetbal,VVA/Spartaan,www.vva-spartaan.nl,Sportpark Laan van Spartaan,Laan van Spartaan 1,1061MA,Amsterdam,West,,40536509
Voetbal,Ankaraspor FC,www.fc-ankaraspor.nl,Sportpark Middenmeer,Radioweg 92,1098NJ,Amsterdam,Oost,,34190641
Voetbal,Fortius,www.asv-fortius.nl,Sportpark Middenmeer,Radioweg 77,1098NG,Amsterdam,Oost,,40531721
Voetbal,Overamstel,www.sc-overamstel.nl,Sportpark Middenmeer,Radioweg 96,1098NJ,Amsterdam,Oost,,34340989
Voetbal,Real Sranang,www.realsranang.com,Sportpark Middenmeer,Radioweg 67,1098NG,Amsterdam,Oost,,40533791
Voetbal,T.O.G.,www.avvtog.nl,Sportpark Middenmeer,Radioweg 69,1098NG,Amsterdam,Oost,,40532089
Voetbal,T.O.S. Actief,www.tos-actief.nl,Sportpark Middenmeer,Radioweg 63,1098NG,Amsterdam,Oost,,40531052
Voetbal,WV HEDW,www.wvhedw.nl,Sportpark Middenmeer,Radioweg 65,1098NG,Amsterdam,Oost,,40531298
Voetbal,Zeeburgia,www.zeeburgia.nl,Sportpark Middenmeer,Kruislaan 244,1098SM,Amsterdam,Oost,,40531920
Voetbal,AVV Sloterdijk,www.avvsloterdijk.nl,Sportpark Multatuliweg,De Roos van Dekemaweg 1,1061HR,Amsterdam,West,,40530491
Voetbal,Swift,www.avvswift.nl,Sportpark Olympiaplein,Olympiaplein 31 A,1077CL,Amsterdam,Zuid,,40530225
Voetbal,AGB v.v. (Amsterdam Gencler Birligi),www.vv-agb.nl,Sportpark Ookmeer,Abe Lenstralaan 6,1067MV,Amsterdam,Nieuw-West,,40535133
Voetbal,C.V.V. Vlug en Vaardig,www.cvv-vlugenvaardig.nl,Sportpark Ookmeer,Han Hollanderlaan 2,1067BB,Amsterdam,Nieuw-West,,40530104
Voetbal,DEVO '58,www.devo58.nl,Sportpark Ookmeer,Herman Bonpad 4,1067SN,Amsterdam,Nieuw-West,,40533477
Voetbal,O.S.C.,www.osc-amsterdam.nl,Sportpark Ookmeer,Dokter Meurerlaan 5,1067SM,Amsterdam,Nieuw-West,,40532340
Voetbal,r.k.s.v. D.C.G.,www.rksv-dcg.nl,Sportpark Ookmeer,Herman Bonpad 7,1067SN,Amsterdam,Nieuw-West,,40532244
Voetbal,Z.S.G.O.W.M.S.,sites.google.com/site/avvzsgowms,Sportpark Ookmeer,Han Hollanderlaan 3,1067BB,Amsterdam,Nieuw-West,,40539454
Voetbal,OSV,www.osv-amsterdam.nl,Sportpark Oostzanerwerf,Oostzanerwerf 2,1035EW,Amsterdam,Noord,,40531421
Voetbal,APGS,www.apgs-voetbal.nl,Sportpark Overamstel,Ouderkerkerdijk 153,1096CR,Amsterdam,Oost,,40530092
Voetbal,Sporting Martinus,www.sportingmartinus.nl,Sportpark Overburg,Amsterdamseweg 247,1182GZ,Amsterdam,Buiten Amsterdam,,40531636
Voetbal,ASV de Dijk,www.asvdedijk.nl,Sportpark Schellingwoude,Schellingwouderdijk 220,1023NL,Amsterdam,Noord,,34127751
Voetbal,FC Blauw Wit Amsterdam,www.blauwwitamsterdam.nl,Sportpark Sloten,Sloterweg 1045 ,1066CD,Amsterdam,Nieuw-West,,40531955
Voetbal,FC Portugal Amsterdam,www.fcportugalamsterdam.nl,Sportpark Sloten,Sloterweg 1043D,1066CC,Amsterdam,Nieuw-West,,40531341
Voetbal,sv Nieuw Sloten ,www.nieuw-sloten.nl,Sportpark Sloten,Sloterweg 1043H,1066CD,Amsterdam,Nieuw-West,,34205819
Voetbal,vv de Beursbengels,www.beursbengels.nl,Sportpark Sloten,Sloterweg 1045,1006GB,Amsterdam,Nieuw-West,,40531955
Voetbal,A.S.V. Giram,www.giram.nl,Sportpark Spieringhorn,Seineweg 3,1043HH,Amsterdam,Nieuw-West,,
Voetbal,Asv SDW,www.ascsdw.nl,Sportpark Spieringhorn,Seineweg 11,1043HH,Amsterdam,Nieuw-West,,40532972
Voetbal,D.W.S.,www.dws.amsterdam,Sportpark Spieringhorn,Spieringhorn 1,1040HH,Amsterdam,Nieuw-West,,40531185
Voetbal,Footy,www.footy.eu,Sportpark Spieringhorn,Spieringhorn 10,1043AA,Amsterdam,Nieuw-West,,
Voetbal,N.F.C.,www.nfc.nl,Sportpark Sportlaan,Sportlaan 23,1185TB,Amsterdam,Buiten Amsterdam,,
Voetbal,Nautilus,www.afcnautilus.nl,Sportpark Sportlaan,Sportlaan 11,1185TB,Amsterdam,Buiten Amsterdam,,40531995
Voetbal,Amstelveen/Heemraad,www.amstelveenheemraad.nl,Sportpark Sportlaan-Oost,Sportlaan 33,1185TB,Amstelveen,Buiten Amsterdam,,
Voetbal,FC Amsterdam,www.fc-amsterdam.nl,Sportpark Strandvliet,De Passage 5,1114BH,Amsterdam ,Zuidoost,,40531876
Voetbal,AVV SDZ,www.avv-sdz.nl,Sportpark Transformatorweg,Transformatorweg 10,1014AK,Amsterdam,West,,40531311
Voetbal,De Meteoor,www.svdemeteoor.nl,Sportpark Tuindorp-Oostzaan,Kometensingel 3,1033BA,Amsterdam,Noord,,40531352
Voetbal,Geuzen Middenmeer,www.geumid.nl,Sportpark Voorland,Voorlandpad 15,1098TZ,Amsterdam,Oost,,40539567
Voetbal,Sporting Amsterdam,,Sportpark Voorland,Voorlandpad 6,1098TZ,Amsterdam,Oost,,
Voetbal,V.V.G.A.,www.vvga.nl,Sportpark Voorland,Wembleylaan 5,1098WG,Amsterdam,Oost,,40532889
Voetbal,HBOK,www.hbok.nl,Sportpark Zunderdorp,Termietergouw 8,1027AD,Amsterdam,Noord,,40531752
Volleybal,U.S. Volleybal,www.usvolleybal.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,40531993
Volleybal,US Jeugd Volleybal,www.usvolleybal.nl,Amstelcampus sporthal,Tweede Boerhaavestraat 10,1091AN,Amsterdam,Oost,,40531993
Volleybal,Agoeti,www.agoeti.nl,Gymzaal Scholengemeenschap Ir. Lely Lyceum (Reigersbos),Ravenswaaipad 3,1106AW,Amsterdam,Zuidoost,,
Volleybal,Eastern Star,,Gymzaal school Witte Olifant,Lastageweg 50,1011DB,Amsterdam,Centrum,,
Volleybal,S.V. Grasrijk,www.svgrasrijk.nl,Gymzalen Willem Witsenstraat 6-8,Willem Witsenstraat 6-8,1077AZ,Amsterdam,Zuid,,40535658
Volleybal,Spuyt De,www.despuyt.nl/volleybal,Het Marnix,Marnixplein 1,1015ZM,Amsterdam,Centrum,,40536195
Volleybal,Xenon,www.vvxenon.nl,Hogendorp Sportcentrum,Van Hogendorpstraat 921,1051CE,Amsterdam,West,,40530454
Volleybal,V.C.Waterland,www.vcwaterland.nl,I.C. Landsmeer,Zuideinde 6,1121BV,Landsmeer,Buiten Amsterdam,,40530257
Volleybal,SV Abcoude,svabcoudevolleybal.nl,Kees Bon zaal,Holendrecht 55,1391VT,Abcoude,Buiten Amsterdam,,
Volleybal,sv West!,www.svWest.nl,Sportcentrum Caland,Eliza van Calcarstraat 2,1068RR,Amsterdam,Nieuw-West,,40532344
Volleybal,Armixtos,www.armixtos.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40534918
Volleybal,K.V.A.,www.kvavolleybal.nl,Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,40531797
Volleybal,S.V.U.,www.svuvolleybal.nl,Sportcentrum V.U.,Uilenstede 100,1183AM,Amstelveen,Buiten Amsterdam,,
Volleybal,Volleybal vereniging Amsterdam,www.vvamsterdam.nl,Sporthal Blauw Wit,Joos Banckersweg 18 A,1056EP,Amsterdam,West,,40536650
Volleybal,Vono,www.vono.nl,Sporthal De Weeren,Beemsterstraat 1,1023TH,Amsterdam,Noord,,40532232
Volleybal,Smashing '72,www.smashing72.nl,Sporthal Diemen,Prins Bernhardlaan 2,1111ET,Diemen,Buiten Amsterdam,,
Volleybal,VV Arena,www.volleybalverenigingarena.nl,Sporthal Gaasperdam,Ravenswaaipad 5,1106AW,Amsterdam,Zuidoost,,40537837
Volleybal,Netzo,www.netzo-amsterdam.nl,Sporthal Zeeburg,Insulindeweg 1001,1095DH,Amsterdam,Oost,,40536242
Volleybal,Volleybal Amsterdam Oost (Volamos),volamos.amsterdam,Sporthal Zeeburg,Insulindeweg 1001,1095DH,Amsterdam,Oost,,
Volleybal,Volamos,www.volamos.amsterdam,Sporthal Zeeburgereiland,Foekje Dillemastraat 118,1095MK,Amsterdam,Oost,,67216765
Volleybal,C.T.O.'70,www.svcto70.nl,Sportpark De Hoop,Biesbosch 39,1115HE,Duivendrecht,Buiten Amsterdam,,66369517
Volleybal,UvO Amsterdam,www.uvo-amsterdam.nl,USC Universum,Science Park 306,1098XH,Amsterdam,Oost,,33299215
Volleybal,Albatros,www.albatros-amsterdam.nl,Wethouder Verheijhal,Polderweg 300,1093KP,Amsterdam,Oost,,40532984
Volleybal ,BeeVeeStrand (Beach),www.beeveestrand.nl,Sportpark De Eendracht,Tom Schreursweg 10,1067MC,Amsterdam,Nieuw-West,,34236221
Wandelsport,Pontania,www.pontania.nl,Gebouw Pontania,Roomtuintjes 233,1093TD,Amsterdam,Oost,,
Wandelsport,Ons Genoegen,www.asv-onsgenoegen.com,Verenigingsgebouw,Elandstraat 101,1016RX,Amsterdam,Centrum,,
Wandelsport,Sportwandelschool,www.sportwandelschool.nl,Vondelpark,Oranje Nassaulaan t/o 84,1075AS,Amsterdam,Zuid,,36053796
Waterpolo,Abcouder Zwem- en Polovereniging de Meerkoeten,www.demeerkoeten.nl,Bijlmer Sportcentrum,Anton de Komplein 157,1102DR,Amsterdam,Zuidoost,,40477294
Waterpolo,Abcouder Zwem- en Polovereniging de Meerkoeten,www.demeerkoeten.nl,De Mirandabad,De Mirandalaan 9,1079PA,Amsterdam,Zuid,,40477294
Waterpolo,JAWS Amsterdam,www.jawswaterpolo.nl,Sportfondsenbad Amsterdam-Oost,Land van Cocagneplein 44,1093NB,Amsterdam,Oost,,55520987
Wielrennen,Amsterdamse Fietsgroepen,www.fietsgroepen.nl,naast Sportcentrum De Pijp,Lizzy Ansinghstraat 88,1072RD,Amsterdam,Zuid,,
Wielrennen,WTC de Amstel,wtcdeamstel.net,Peter Postbaan,Startbaan 3,1185XP,Amstelveen,Buiten Amsterdam,,
Wielrennen,Skits,www.skits.nl,Sportcentrum V.U.,Uilenstede 100,1183AM,Amstelveen,Buiten Amsterdam,,
Wielrennen,ARC Ulysses,www.arc-ulysses.nl,Sportpark De Weeren,Beemsterstraat 654,1027ED,Amsterdam ,Noord,,40532046
Wielrennen,Olympia ASC,www.ascolympia.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam ,Nieuw-West,,40533011
Wielrennen,Rijwiel Toer Club Olympia,www.olympiaamsterdam.punt.nl,Sportpark Sloten,Sloterweg 1045,1066CD,Amsterdam,Nieuw-West,,
Wielrennen,Amsterdam Roller Derby,www.amsterdamrollerderby.nl,Velodrome,Sloterweg 1045,1066CD,Amsterdam ,Nieuw-West,,51861909
Wielrennen,Halfwegse Sportclub De Bataaf,,wielercircuit,Kinheim 7,1161AN,Zwanenburg,Buiten Amsterdam,,
Yoga,Bikram Yoga,www.bikramyoga.nl,Bikram Yoga Ceintuurbaan,Ceintuurbaan 426,1074EB,Amsterdam,Zuid,,
Yoga,Bikram Yoga,www.bikramyoga.nl,Bikram Yoga Korte Prinsengracht,Korte Prinsengracht 91,1013GR,Amsterdam,Centrum,,
Yoga,City Yoga,www.cityyoga.nl,City Yoga Amsterdam,Johannes Verhuststraat 18,1071ND,Amsterdam,Zuid,,34350801
Yoga,Yoga Lounge,www.yogameditationlounge.nl,Dansstudio Solebay,Livornostraat 22,1055ZZ,Amsterdam,West,,
Yoga,Kinderyogatuin,www.dekinderyogatuin.nl,De Roos,Pieter Cornelisz Hooftstraat 183,1071BW,Amsterdam,Zuid,,55794750
Yoga,Hindu Swayamse vac Sangh,www.hssnl.org,Holendrechtschool,Holendrechtplein 39-40,1106LP,Amsterdam-Zuidoost,Zuidoost,,
Yoga,Yoga Lite,www.yogalite.nl,Yoga Lite,Peelstraat 71,1079RN,Amsterdam,Zuid,,34281978
Yoga,Tula Yoga Studio,www.tula-amsterdam.nl,Yoga studio,Houtrijkstraat 38,1013VD,Amsterdam,West,,
Yoga,Yoga-Yoga,www.yogayoga.nl,Yoga studio,Amaliastraat 5,1052GM,Amsterdam,West,,
Yoga,Karishma Yoga,www.yogaschool-in-amsterdam.nl/karishma-yoga-134.html,,Emanzana 54,1103AV,Amsterdam,Zuidoost,,
Zaalvoetbal,Movendi,www.movendi.nl,Cornelis Vrijschool,Van de Veldestraat 3,1071CW,Amsterdam,Zuid,,34184249
Zaalvoetbal,Golden Stars FC ,www.fcgoldenstars.nl,Gymzaal Kantershof,Kantershof 635,1104HJ,Amsterdam,Zuidoost,,34248002
Zaalvoetbal,Universitair Sportcentrum,www.usc.uva.nl,Sportcentrum Universum (USC),Science Park 306,1098XH,Amsterdam,Oost,,34239339
Zaalvoetbal,sc Badhoevedorp,www.scbdorp.nl,Sportcomplex de Sporthoeve,Sportlaan 2,1171EH,Badhoevedorp,,,40594223
Zaalvoetbal,Sportende Chinezen in Amsterdam,www.vsca.net,Sporthal Calvijn,Pieter Calandlaan 3,1065KH,Amsterdam,Zuidoost,,
Zaalvoetbal,Vedette zvv / De Remise,www.facebook.com/vedette.remise,Sporthal Landsmeer,Marktplein 11,1121GL,Landsmeer,Buiten Amsterdam,,
Zaalvoetbal,Comoro Stichting,www.comoro.nl,Sporthal Wethouder Verheij,Polderweg 300,1093KP,Amsterdam ,Oost,,34222222
Zaalvoetbal,ASV Lebo,www.aorc-lebovastgoed.nl,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,33106196
Zaalvoetbal,Amstelglorie,www.amstelglorie.nl,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,
Zaalvoetbal,D.E.S. Adamsnood,www.desadamsnood.nl,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam ,Zuid,,
Zaalvoetbal,Plein '83,www.plein83.nl,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,
Zaalvoetbal,Zaalvoetbalclub ABN-Amro,www.pvabnamro.nl/zaalvoetbalclub,Sporthallen Zuid,Burgerweeshuispad 54,1076EP,Amsterdam,Zuid,,
Zaalvoetbal,Os Lusitanos,www.oslusitanos-zaalvoetbal.nl,Sportpark De Eendracht,Tom Schreursweg 10,1067MC,Amsterdam,Nieuw-West,,
Zaalvoetbal,RKSV T.O.B.,www.rksv-tob.nl / www.tobvoetbal.nl / www.tobtennis.nl,Sportpark Melkweg,Oostzanerwerf 2,1035EW,Amsterdam ,Noord,,40530737
Zaalvoetbal,vv de Beursbengels,www.beursbengels.nl,Sportpark Sloten,Sloterweg 1045,1006GB,Amsterdam,Nieuw-West,,40531955
Zaalvoetbal,A.Z.V.,www.zv-azv.nl,Theo Thijssenschool,Palmstraat 13,1015HP,Amsterdam,Centrum,,
Zeilen,WV Amsterdam,www.wvamsterdam.com,Amsterdamse watersportvereniging,Punterspad 15,1081KB,Amsterdam,Zuid,,40532898
Zeilen,Gaasperplas,www.zeilvereniging-gaasperplas.nl,Clubhuis,Langbroekpad 2,1108EA,Amsterdam ,Zuidoost,,40533116
Zeilen,Z.V. Het Y,www.zvhety.nl,Clubschip en haven,Durgerdammerdijk 116A,1026CG,Amsterdam,Noord,,
Zeilen,WSV De Doordrijvers,www.doordrijvers.nl,De Doordrijvers,Uitdammerdijk 14,1026CP,Amsterdam ,Noord,,40532068
Zeilen,Z.V. de Roerkoning,www.roerkoning.nl,De Roerkoning,Kalkovens 10,1398EK,Muiden,Buiten Amsterdam,,
Zeilen,Watersportcentrum Sloterplas,www.watersportcentrumsloterplas.nl,Jachth./clubhuis,Christoffel Plantijngracht 4,1065DA,Amsterdam,Nieuw-West,,34366966
Zeilen,W.V. De Koenen,www.wvdekoenen.nl,Jachthaven/clubhuis W.V. De Koenen,Jollenpad 13,1081KC,Amsterdam,Zuid,,40531960
Zeilen,Zeilschool Nautiek,www.nautiek.com,Nautiek,Veemkade 267,1019CZ,Amsterdam,Centrum,,53280539
Zeilen,Scouting Amsterdam,,Nieuwe Meer,Jollenpad 15-18,1018KC,Amsterdam,Zuid,,
Zeilen,A.S.Z.V. Orionis ,www.orionis.nl,Orionis,Nieuwe Achtergracht 170,1018WV,Amsterdam,Centrum,,40534929
Zeilen,Durgerdam,www.wsvdurgerdam.nl,Watersport Durgerdam,Durgerdammerdijk 122,1026CG,Amsterdam,Noord,,
Zeilen,Watersportvereniging De Schinkel,www.wvdeschinkel.nl,WV de Schinkel,Jachthavenweg 140,1081KJ,Amsterdam,Zuid,,40532750
Zeilen,De Duikelaar,www.deduikelaar.nl,Zeilschool,Noordzijde 41,1064GV,Amsterdam,Nieuw-West,,33146100
Zeilen,Zeilschool IJburg,www.zeilschoolijburg.nl,Zeilschool IJburg,Krijn Taconiskade 1,1087HW,Amsterdam,Oost,,
Zeilen,Watersportvereniging IJburg,www.wvijburg.nl,,IJburglaan 664,1087CE,Amsterdam,Oost,,34217471
Zwemmen,D.J.K./ZAR,www.djk-zar.nl,Bijlmer Sportcentrum,Anton de Komplein 57,1102DR,Amsterdam-Zuidoost,Zuidoost,,40534703
Zwemmen,Koninklijke Amsterdamse Zwemvereniging 1870 (Kon. AZ 1870),www.konaz1870.nl,Bijlmer Sportcentrum,Anton de Komplein 57,1102DR,Amsterdam-Zuidoost,Zuidoost,,40531455
Zwemmen,Zwemschool Spetter,www.zwemschoolspetter.nl,De Werf,Klinkerweg 79,1033PK,Amsterdam,Noord,,34331456
Zwemmen,Zwemschool Spetter,www.zwemschoolspetter.nl,Friendship Sports Centre,Beemsterstraat 652,1027ED,Amsterdam,Noord,,34331456
Zwemmen,A.S.Z.V. SPONS,www.aszvspons.nl,Het Marnix,Marnixplein 1,1015ZN,Amsterdam,Centrum,,40539401
Zwemmen,D.O.K. ,www.zwemvereniging-dok.nl,Het Marnix,Marnixplein 1,1015ZN,Amsterdam,Centrum,,40531731
Zwemmen,Upstream Amsterdam,www.upstreamamsterdam.nl,Het Marnix,Marnixplein 1,1015ZN,Amsterdam,Centrum,,40539117
Zwemmen,Amsterdamse Reddingbrigade (A.R.B.),www.amsterdamsereddingsbrigade.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam ,Noord,,
Zwemmen,De Waterlelie,www.zvdewaterlelie.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40537779
Zwemmen,Het Y,www.het-y.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40531843
Zwemmen,Koninklijke Amsterdamse Zwemvereniging 1870 (Kon. AZ 1870),www.konaz1870.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam ,Noord,,40531455
Zwemmen,Upstream Amsterdam,www.upstreamamsterdam.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40539117
Zwemmen,Watervrienden A'dam,www.watervriendenamsterdam.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40532054
Zwemmen,Zwemvereniging Berlage,www.zvberlage.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40534180
Zwemmen,Zwemvereniging De Waterlelie,www.zvdewaterlelie.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,
Zwemmen,"Zwemvereniging Noord
Amsterdam (Z.N.A.)",www.zwemvereniging-zna.nl,Noorderparkbad,Sneeuwbalweg 5,1032VS,Amsterdam,Noord,,40531719
Zwemmen,Poel's Up,www.poelsup.nl,Poel's Up,Laan Nieuwer-Amstel 1B,1182JR,Amstelveen,Buiten Amsterdam,,
Zwemmen,Tijgertje,www.tijgertje.nl,Readegebouw,Overtoom 283,1054HW,Amsterdam,West,,40539506
Zwemmen,Zwemm,www.zwemm.nl,Revalidatiecentrum Reade ,Overtoom 283,1054HW,Amsterdam,West,,
Zwemmen,Amsterdamse Reddingbrigade (A.R.B.),www.amsterdamsereddingsbrigade.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam ,Nieuw-West,,
Zwemmen,D.J.K./ZAR,www.djk-zar.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam ,Nieuw-West,,40534703
Zwemmen,D.O.K.,www.zwemvereniging-dok.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam ,Nieuw-West,,40531731
Zwemmen,De Dolfijn ,www.dedolfijn.com,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam ,Nieuw-West,,40532114
Zwemmen,Gay Swim Amsterdam,www.gayswimamsterdam.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam ,Nieuw-West,,40539419
Zwemmen,Koninklijke Amsterdamse Zwemvereniging 1870 (Kon. AZ 1870),www.konaz1870.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam ,Nieuw-West,,40531455
Zwemmen,Upstream Amsterdam,www.upstreamamsterdam.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,40539117
Zwemmen,Zwemschool Zwaantjes de,www.zwemschooldezwaantjes.nl,Sloterparkbad,President Allendelaan 3,1064GW,Amsterdam,Nieuw-West,,34248565
Zwemmen,A.S.Z.V. SPONS,www.aszvspons.nl,Sportfondsenbad Oost,Land van Cocagneplein 44,1093NB,Amsterdam,Oost,,40539401
Zwemmen,Het Y,www.het-y.nl,Sportfondsenbad Oost,Land van Cocagneplein 44,1093NB,Amsterdam,Oost,,40531843
Zwemmen,Watervrienden A'dam,www.watervriendenamsterdam.nl,Sportfondsenbad Oost,Land van Cocagneplein 44,1093NB,Amsterdam,Oost,,40532054
Zwemmen,Zwemschool Zwaantjes de,www.zwemschooldezwaantjes.nl,Sportfondsenbad Oost,Land van Cocagneplein 44,1093NB,Amsterdam,Oost,,34248565
Zwemmen,Zwemvereniging De Waterlelie,www.zvdewaterlelie.nl/,Sportfondsenbad Oost,Land van Cocagneplein 44,1093NB,Amsterdam,,,
Zwemmen,De Waterwolf,,Sportplaza De Sporthoeve,Snelliuslaan 1,1171CZ,Badhoevedorp,Buiten Amsterdam,,
Zwemmen,D.J.K./ZAR,www.djk-zar.nl,Sportplaza Mercator,Jan van Galenstraat 315,1056CB,Amsterdam,West,,40534703
Zwemmen,D.O.K.,www.zwemvereniging-dok.nl,Sportplaza Mercator,Jan van Galenstraat 315,1056CB,Amsterdam,West,,40531731
Zwemmen,Watervrienden A'dam,www.watervriendenamsterdam.nl,Sportplaza Mercator,Jan van Galenstraat 315,1056CB,Amsterdam,West,,40532054
Zwemmen,Zwemschool Robbedoes,"www.zwemschool.com, www.zwemschoolrobbedoes.nl",Sportplaza Mercator,Jan van Galenstraat 315,1056CB,Amsterdam,West,,63670623
Zwemmen,De Meeuwen,www.demeeuwen.nl,Wethouder Duranbad,Ouderkerkerlaan 10,1112BE,Diemen,Buiten Amsterdam,,40531574
Zwemmen,Amsterdamse Reddingbrigade (A.R.B.),,Zuiderbad,Hobbemakade 26,1071ZC,Amsterdam ,Zuid,,
Zwemmen,D.O.K.,www.zwemvereniging-dok.nl,Zuiderbad,Hobbemastraat 26,1071ZC,Amsterdam,Zuid,,40531731
Zwemmen,Watervrienden A'dam,www.watervriendenamsterdam.nl,Zuiderbad,Hobbemastraat 26,1071ZC,Amsterdam,Zuid,,40532054
Zwemmen,Zwemschool 't Kikkertje,,Zuiderbad,Hobbemastraat 26,1071ZC,Amsterdam,Zuid,,
